state,year,first_name,last_name,party,sex,died,status,win_margin,region,population,election_age,death_age,lived_after
Florida,1966,Robert,High,Democrat,Male,1967-08-30,Challenger,-10.269547334773257,South,6104000,42.573579739904176,43.389459274469544,0.8158795345653662
Florida,1966,Claude,Kirk,Republican,Male,2011-09-28,Challenger,10.269547334773257,South,6104000,40.82683093771389,85.72210814510609,44.8952772073922
Florida,1970,Reubin,Askew,Democrat,Male,2014-03-13,Challenger,13.756451713561262,South,6845353,42.1492128678987,85.5003422313484,43.351129363449694
Florida,1970,Claude,Kirk,Republican,Male,2011-09-28,Incumbent,-13.756451713561262,South,6845353,44.82683093771389,85.72210814510609,40.8952772073922
Florida,1974,Reubin,Askew,Democrat,Male,2014-03-13,Incumbent,22.397604014893965,South,8317034,46.1492128678987,85.5003422313484,39.351129363449694
Florida,1974,Jerry,Thomas,Republican,Male,1980-07-01,Challenger,-22.397604014893965,South,8317034,45.516769336071185,51.17043121149897,5.653661875427789
Florida,1978,Jack,Eckerd,Republican,Male,2004-05-19,Challenger,-11.171530325615656,South,9131554,65.47296372347706,91.00889801505818,25.53593429158111
Florida,1990,Lawton,Chiles,Democrat,Male,1998-12-12,Challenger,13.034059112692098,South,13033307,60.591375770020534,68.69267624914443,8.101300479123887
Florida,1994,Lawton,Chiles,Democrat,Male,1998-12-12,Incumbent,1.5201817561071138,South,14239444,64.59137577002053,68.69267624914443,4.101300479123887
Florida,2002,Bill,Mcbride,Democrat,Male,2012-12-22,Challenger,-12.957349861770979,South,16689370,57.489390828199866,67.61943874058863,10.130047912388775
Georgia,1946,Eugene,Talmadge,Democrat,Male,1946-12-21,Challenger,100,South,3251000,62.11362080766598,62.23956194387406,0.12594113620807665
Georgia,1950,Herman,Talmadge,Democrat,Male,2002-03-21,Incumbent,100,South,3458000,37.24024640657084,88.6132785763176,51.37303216974675
Georgia,1954,S.,Griffin,Democrat,Male,1982-06-13,Challenger,100,South,3602000,47.17043121149897,74.77344284736482,27.603011635865844
Georgia,1958,S.,Vandiver,Democrat,Male,2005-02-21,Challenger,100,South,3804000,40.342231348391515,86.63928815879535,46.29705681040383
Georgia,1962,Carl,Sanders,Democrat,Male,2014-11-16,Challenger,100,South,4086000,37.4757015742642,89.50581793292265,52.030116358658454
Georgia,1966,Howard,Callaway,Republican,Male,2014-03-15,Challenger,0.3360643863535131,South,4379000,39.59479808350445,86.9514031485284,47.356605065023956
Georgia,1966,Lester,Maddox,Democrat,Male,2003-06-25,Challenger,-0.3360643863535131,South,4379000,51.09924709103354,87.73442847364818,36.63518138261465
Georgia,1970,Hal,Suit,Republican,Male,1994-11-20,Challenger,-18.69481787867251,South,4605421,48.596851471594796,72.63791923340177,24.041067761806982
Georgia,1974,George,Busbee,Democrat,Male,2004-07-16,Challenger,38.2164570622616,South,4994870,47.24709103353867,76.94182067077344,29.694729637234772
Georgia,1978,George,Busbee,Democrat,Male,2004-07-16,Incumbent,61.32884470002762,South,5286148,51.24709103353867,76.94182067077344,25.694729637234772
Georgia,1978,Rodney,Cook,Republican,Male,2013-01-13,Challenger,-61.32884470002762,South,5286148,54.620123203285424,88.8104038329911,34.19028062970568
Georgia,1990,Zell,Miller,Democrat,Male,2018-03-23,Challenger,8.570283518859839,South,6512602,58.69678302532512,86.07529089664614,27.378507871321013
Georgia,1994,Zell,Miller,Democrat,Male,2018-03-23,Incumbent,2.1067147609812267,South,7157165,62.69678302532512,86.07529089664614,23.378507871321013
Hawaii,1959,John,Burns,Democrat,Male,1975-04-05,Challenger,-2.459488849406071,West,622000,50.600958247775495,66.01505817932923,15.41409993155373
Hawaii,1959,Willam,Quinn,Republican,Male,2006-08-28,Challenger,2.459488849406071,West,622000,40.31485284052019,87.12662559890487,46.81177275838467
Hawaii,1962,John,Burns,Democrat,Male,1975-04-05,Challenger,16.63189041654975,West,684000,53.60164271047228,66.01505817932923,12.413415468856947
Hawaii,1962,Willam,Quinn,Republican,Male,2006-08-28,Incumbent,-16.63189041654975,West,684000,43.31553730321698,87.12662559890487,43.81108829568789
Hawaii,1966,John,Burns,Democrat,Male,1975-04-05,Incumbent,2.118556604304672,West,710000,57.60164271047228,66.01505817932923,8.413415468856947
Hawaii,1966,Randolph,Crossley,Republican,Male,2004-02-23,Challenger,-2.118556604304672,West,710000,62.32169746748802,99.62217659137578,37.30047912388775
Hawaii,1970,John,Burns,Democrat,Male,1975-04-05,Incumbent,15.294422762391193,West,762920,61.60164271047228,66.01505817932923,4.413415468856948
Hawaii,1970,Samuel,King,Republican,Male,2010-12-07,Challenger,-15.294422762391193,West,762920,54.562628336755644,94.65023956194388,40.087611225188226
Hawaii,1974,Randolph,Crossley,Republican,Male,2004-02-23,Challenger,-9.1624273983577,West,858121,70.32169746748802,99.62217659137578,29.300479123887747
Hawaii,1994,Frank,Fasi,Third party,Male,2010-02-03,Challenger,-8.793564819292648,West,1187536,74.19028062970568,89.43737166324435,15.247091033538672
Idaho,1946,Charles,Robins,Republican,Male,1970-09-20,Challenger,12.737919322467533,West,509000,61.90554414784394,85.77960301163587,23.874058863791923
Idaho,1946,Arnold,Williams,Democrat,Male,1970-05-25,Incumbent,-12.737919322467533,West,509000,48.45722108145106,72.0082135523614,23.550992470910334
Idaho,1950,Len,Jordan,Republican,Male,1983-06-30,Challenger,5.123247001836013,West,590000,51.474332648870636,84.12320328542094,32.648870636550306
Idaho,1950,Calvin,Wright,Democrat,Male,1988-07-01,Challenger,-5.123247001836013,West,590000,41.347022587268995,79.00068446269678,37.65366187542779
Idaho,1954,Clark,Hamilton,Democrat,Male,1980-04-22,Challenger,-8.479349323304987,West,600000,55.68788501026694,81.14989733059548,25.462012320328544
Idaho,1954,Robert,Smylie,Republican,Male,2004-07-17,Challenger,8.479349323304987,West,600000,40.01368925393566,89.71115674195757,49.6974674880219
Idaho,1958,A.,Derr,Democrat,Male,1970-04-01,Challenger,-1.9134392543694432,West,646000,55.474332648870636,66.87748117727584,11.403148528405202
Idaho,1958,Robert,Smylie,Republican,Male,2004-07-17,Incumbent,1.9134392543694432,West,646000,44.01368925393566,89.71115674195757,45.6974674880219
Idaho,1962,Vernon,Smith,Democrat,Male,1966-05-02,Challenger,-9.278382800817369,West,692000,49.347022587268995,52.83504449007529,3.488021902806297
Idaho,1962,Robert,Smylie,Republican,Male,2004-07-17,Incumbent,9.278382800817369,West,692000,48.01368925393566,89.71115674195757,41.6974674880219
Idaho,1966,Cecil,Andrus,Democrat,Male,2017-08-24,Challenger,-5.466646498260474,West,689000,35.19780971937029,85.99863107460644,50.80082135523614
Idaho,1966,Don,Samuelson,Republican,Male,2000-01-20,Challenger,5.466646498260474,West,689000,53.275838466803556,86.48323066392882,33.20739219712526
Idaho,1970,Cecil,Andrus,Democrat,Male,2017-08-24,Challenger,4.445314794869283,West,717255,39.19780971937029,85.99863107460644,46.80082135523614
Idaho,1970,Don,Samuelson,Republican,Male,2000-01-20,Incumbent,-4.445314794869283,West,717255,57.275838466803556,86.48323066392882,29.207392197125255
Idaho,1974,Cecil,Andrus,Democrat,Male,2017-08-24,Incumbent,45.63990619797289,West,807973,43.19780971937029,85.99863107460644,42.80082135523614
Idaho,1974,Jack,Murphy,Republican,Male,1984-05-03,Challenger,-45.63990619797289,West,807973,49.163586584531146,58.65571526351814,9.492128678986996
Idaho,1978,John,Evans,Democrat,Male,2014-07-08,Incumbent,19.525254768425995,West,910962,53.79603011635866,89.46748802190281,35.671457905544145
Idaho,1978,Allan,Larsen,Republican,Male,2005-03-02,Challenger,-19.525254768425995,West,910962,59.58932238193019,85.91101984941821,26.321697467488022
Idaho,1982,John,Evans,Democrat,Male,2014-07-08,Incumbent,1.288733990358999,West,973719,57.79603011635866,89.46748802190281,31.67145790554415
Idaho,1986,Cecil,Andrus,Democrat,Male,2017-08-24,Challenger,0.9485338823609197,West,990222,55.19780971937029,85.99863107460644,30.80082135523614
Idaho,1990,Cecil,Andrus,Democrat,Male,2017-08-24,Incumbent,36.410592308412085,West,1012384,59.19780971937029,85.99863107460644,26.80082135523614
Illinois,1948,Dwight,Green,Republican,Male,1958-02-20,Incumbent,-14.563523511862414,Midwest,8552000,51.81930184804928,61.111567419575636,9.292265571526352
Illinois,1948,Adlai,Stevenson,Democrat,Male,1965-07-14,Challenger,14.563523511862414,Midwest,8552000,48.747433264887064,65.43463381245722,16.687200547570157
Illinois,1952,Sherwood,Dixon,Democrat,Male,1973-05-17,Challenger,-5.165365579598664,Midwest,8956000,56.37782340862423,76.90622861054072,20.528405201916495
Illinois,1952,William,Stratton,Republican,Male,2001-03-02,Challenger,5.165365579598664,Midwest,8956000,38.691307323750856,87.0116358658453,48.32032854209446
Illinois,1956,Richard,Austin,Democrat,Male,1977-02-07,Challenger,-0.8562714564184404,Midwest,9530000,55.78370978781656,76.04106776180699,20.257357973990416
Illinois,1956,William,Stratton,Republican,Male,2001-03-02,Incumbent,0.8562714564184404,Midwest,9530000,42.691307323750856,87.0116358658453,44.32032854209446
Illinois,1960,Otto,Kerner,Democrat,Male,1976-05-09,Challenger,11.237479127413344,Midwest,10086000,52.224503764544835,67.73169062286105,15.507186858316222
Illinois,1960,William,Stratton,Republican,Male,2001-03-02,Incumbent,-11.237479127413344,Midwest,10086000,46.691307323750856,87.0116358658453,40.32032854209446
Illinois,1964,Otto,Kerner,Democrat,Male,1976-05-09,Incumbent,3.8496923986293936,Midwest,10580000,56.224503764544835,67.73169062286105,11.507186858316222
Illinois,1964,Charles,Percy,Republican,Male,2011-09-17,Challenger,-3.8496923986293936,Midwest,10580000,45.1088295687885,91.97262149212868,46.86379192334018
Illinois,1968,Richard,Ogilvie,Republican,Male,1988-05-10,Challenger,2.8482239887884333,Midwest,10995000,45.70294318959617,65.21286789869951,19.509924709103355
Illinois,1968,Samuel,Shapiro,Democrat,Male,1987-03-16,Challenger,-2.8482239887884333,Midwest,10995000,61.53319644079398,79.89048596851471,18.357289527720738
Illinois,1972,Richard,Ogilvie,Republican,Male,1988-05-10,Incumbent,-1.6610969516260141,Midwest,11258111,49.70294318959617,65.21286789869951,15.509924709103354
Illinois,1972,Daniel,Walker,Democrat,Male,2015-04-29,Challenger,1.6610969516260141,Midwest,11258111,50.25051334702259,92.72826830937714,42.47775496235455
Illinois,1976,Michael,Howlett,Democrat,Male,1992-05-04,Challenger,-30.24288837223031,Midwest,11360274,62.18480492813142,77.67830253251198,15.493497604380561
Illinois,1994,Dawn,Netsch,Democrat,Female,2013-03-05,Challenger,-29.9416404074694,Midwest,11912585,68.13689253935661,86.46680355920603,18.32991101984942
Illinois,2006,Judy,Topinka,Republican,Female,2014-12-10,Challenger,-11.829058552255816,Midwest,12643955,62.80355920602327,70.89938398357289,8.095824777549623
Indiana,1948,Hobart,Creighton,Republican,Male,1976-12-08,Challenger,-8.529284984183455,Midwest,3877000,52.15605749486653,80.24640657084188,28.09034907597536
Indiana,1948,Henry,Schricker,Democrat,Male,1966-12-28,Challenger,8.529284984183455,Midwest,3877000,65.18275154004107,83.32648870636551,18.143737166324435
Indiana,1952,George,Craig,Republican,Male,1992-12-17,Challenger,12.186722526150234,Midwest,4148000,43.2498288843258,83.36481861738535,40.114989733059545
Indiana,1952,John,Watkins,Democrat,Male,1973-02-26,Challenger,-12.186722526150234,Midwest,4148000,54.6611909650924,74.97056810403834,20.309377138945926
Indiana,1956,Harold,Handley,Republican,Male,1972-08-30,Challenger,11.68779521348884,Midwest,4458000,46.940451745379875,62.757015742642025,15.816563997262149
Indiana,1956,Ralph,Tucker,Democrat,Male,1977-11-21,Challenger,-11.68779521348884,Midwest,4458000,50.09993155373032,71.14305270362765,21.04312114989733
Indiana,1960,Crawford,Parker,Republican,Male,1986-02-15,Challenger,-1.0920920510569658,Midwest,4674000,54.12731006160164,79.40588637919234,25.27857631759069
Indiana,1960,Matthew,Welsh,Democrat,Male,1995-05-28,Challenger,1.0920920510569658,Midwest,4674000,48.139630390143736,82.69678302532512,34.55715263518138
Indiana,1964,Roger,Branigin,Democrat,Male,1975-11-19,Challenger,12.749642443147856,Midwest,4856000,62.280629705681044,73.31690622861053,11.0362765229295
Indiana,1964,Richard,Ristine,Republican,Male,2009-06-20,Challenger,-12.749642443147856,Midwest,4856000,44.79671457905544,89.41820670773443,44.62149212867899
Indiana,1968,Robert,Rock,Democrat,Male,2013-01-09,Challenger,-5.593432899430034,Midwest,5093000,41.16084873374401,85.3388090349076,44.17796030116359
Indiana,1968,Edgar,Whitcomb,Republican,Male,2016-02-04,Challenger,5.593432899430034,Midwest,5093000,50.997946611909654,98.24503764544832,47.24709103353867
Indiana,1972,Otis,Bowen,Republican,Male,2013-05-04,Challenger,14.418131222699941,Midwest,5296129,54.691307323750856,95.18412046543463,40.492813141683776
Indiana,1972,Matthew,Welsh,Democrat,Male,1995-05-28,Challenger,-14.418131222699941,Midwest,5296129,60.139630390143736,82.69678302532512,22.55715263518138
Indiana,1976,Otis,Bowen,Republican,Male,2013-05-04,Incumbent,14.29486486261657,Midwest,5371552,58.691307323750856,95.18412046543463,36.492813141683776
Indiana,1976,Larry,Conrad,Democrat,Male,1990-07-07,Challenger,-14.29486486261657,Midwest,5371552,41.74127310061601,55.408624229979466,13.66735112936345
Indiana,1980,Robert,Orr,Republican,Male,2004-03-10,Challenger,15.861191366593587,Midwest,5490721,62.9678302532512,86.3107460643395,23.342915811088297
Indiana,1984,Robert,Orr,Republican,Male,2004-03-10,Incumbent,5.018505380781242,Midwest,5458322,66.9678302532512,86.3107460643395,19.342915811088297
Indiana,1984,W.,Townsend,Democrat,Male,2015-07-03,Challenger,-5.018505380781242,Midwest,5458322,58.5160848733744,89.17180013689254,30.65571526351814
Indiana,1996,Frank,O'bannon,Democrat,Male,2003-09-13,Challenger,4.828384222630433,Midwest,5906013,66.76522929500342,73.61806981519507,6.852840520191649
Indiana,2000,Frank,O'bannon,Democrat,Male,2003-09-13,Incumbent,15.145669162606673,Midwest,6091866,70.76522929500342,73.61806981519507,2.8528405201916494
Iowa,1946,Robert,Blue,Republican,Male,1989-12-14,Challenger,15.331545750355446,Midwest,2467000,48.11225188227242,91.21971252566735,43.10746064339494
Iowa,1948,William,Beardsley,Republican,Male,1954-11-21,Challenger,12.08784092794729,Midwest,2543000,47.48254620123203,53.52498288843258,6.0424366872005475
Iowa,1948,Carroll,Switzer,Democrat,Male,1960-05-30,Challenger,-12.08784092794729,Midwest,2543000,40.45448323066393,52.01916495550992,11.564681724845997
Iowa,1950,William,Beardsley,Republican,Male,1954-11-21,Incumbent,18.67681402828238,Midwest,2625000,49.48117727583847,53.52498288843258,4.043805612594114
Iowa,1950,Lester,Gillette,Democrat,Male,1964-01-27,Challenger,-18.67681402828238,Midwest,2625000,58.351813826146476,71.57837097878166,13.22655715263518
Iowa,1952,William,Beardsley,Republican,Male,1954-11-21,Incumbent,4.136587227857717,Midwest,2626000,51.48254620123203,53.52498288843258,2.0424366872005475
Iowa,1952,Herschel,Loveless,Democrat,Male,1989-05-04,Challenger,-4.136587227857717,Midwest,2626000,41.50581793292265,77.99863107460644,36.492813141683776
Iowa,1954,Clyde,Herring,Democrat,Male,1976-09-24,Challenger,-3.0358107253731106,Midwest,2626000,39.619438740588635,61.50581793292265,21.88637919233402
Iowa,1954,Leo,Hoegh,Republican,Male,2000-07-15,Challenger,3.0358107253731106,Midwest,2626000,46.600958247775495,92.29295003422314,45.69199178644764
Iowa,1956,Leo,Hoegh,Republican,Male,2000-07-15,Incumbent,-2.4471137278023036,Midwest,2703000,48.602327173169066,92.29295003422314,43.690622861054074
Iowa,1956,Herschel,Loveless,Democrat,Male,1989-05-04,Challenger,2.4471137278023036,Midwest,2703000,45.50581793292265,77.99863107460644,32.492813141683776
Iowa,1958,Herschel,Loveless,Democrat,Male,1989-05-04,Incumbent,8.25904003631728,Midwest,2708000,47.50444900752909,77.99863107460644,30.494182067077343
Iowa,1958,William,Murray,Republican,Male,1991-07-01,Challenger,-8.25904003631728,Midwest,2708000,55.34839151266256,88,32.65160848733744
Iowa,1960,Norman,Erbe,Republican,Male,2000-06-08,Challenger,4.281260281192374,Midwest,2756000,41.0321697467488,80.62149212867898,39.58932238193019
Iowa,1960,E.,Mcmanus,Democrat,Male,2017-03-20,Challenger,-4.281260281192374,Midwest,2756000,40.73921971252567,97.10882956878851,56.369609856262834
Iowa,1962,Norman,Erbe,Republican,Male,2000-06-08,Incumbent,-5.1160328546302125,Midwest,2750000,43.030800821355236,80.62149212867898,37.59069130732375
Iowa,1962,Harold,Hughes,Democrat,Male,1996-10-23,Challenger,5.1160328546302125,Midwest,2750000,40.733744010951405,74.69952087611225,33.96577686516085
Iowa,1964,Harold,Hughes,Democrat,Male,1996-10-23,Incumbent,37.032320147343235,Midwest,2746000,42.73511293634497,74.69952087611225,31.964407939767284
Iowa,1966,Harold,Hughes,Democrat,Male,1996-10-23,Incumbent,11.222275103878701,Midwest,2762000,44.733744010951405,74.69952087611225,29.965776865160848
Iowa,1966,William,Murray,Republican,Male,1991-07-01,Challenger,-11.222275103878701,Midwest,2762000,63.34839151266256,88,24.65160848733744
Iowa,1968,Paul,Franzenburg,Democrat,Male,2004-10-31,Challenger,-8.159250354391865,Midwest,2803000,51.964407939767284,87.95071868583162,35.98631074606434
Iowa,1968,Robert,Ray,Republican,Male,2018-07-08,Challenger,8.159250354391865,Midwest,2803000,40.10951403148528,89.77960301163587,49.67008898015058
Iowa,1970,Robert,Ray,Republican,Male,2018-07-08,Incumbent,4.464945843934714,Midwest,2828534,42.10814510609172,89.77960301163587,47.671457905544145
Iowa,1972,Paul,Franzenburg,Democrat,Male,2004-10-31,Challenger,-18.40958961337308,Midwest,2860506,55.964407939767284,87.95071868583162,31.98631074606434
Iowa,1972,Robert,Ray,Republican,Male,2018-07-08,Incumbent,18.40958961337308,Midwest,2860506,44.10951403148528,89.77960301163587,45.67008898015058
Iowa,1974,Robert,Ray,Republican,Male,2018-07-08,Incumbent,17.209734768455533,Midwest,2867941,46.10814510609172,89.77960301163587,43.671457905544145
Iowa,1974,James,Schaben,Democrat,Male,2013-08-03,Challenger,-17.209734768455533,Midwest,2867941,48.49007529089665,87.23340177960301,38.743326488706366
Iowa,1978,Robert,Ray,Republican,Male,2018-07-08,Incumbent,17.461587708066588,Midwest,2919008,50.10814510609172,89.77960301163587,39.671457905544145
Iowa,1990,Donald,Avenson,Democrat,Male,2017-05-19,Challenger,-21.877548330766125,Midwest,2781018,46.13552361396304,72.67077344284736,26.535249828884325
Kansas,1946,Frank,Carlson,Republican,Male,1987-05-30,Challenger,9.724201957230633,Midwest,1803000,53.779603011635864,94.34360027378509,40.563997262149215
Kansas,1946,Harry,Woodring,Democrat,Male,1967-09-09,Challenger,-9.724201957230633,Midwest,1803000,59.43052703627652,80.2737850787132,20.843258042436688
Kansas,1948,Frank,Carlson,Republican,Male,1987-05-30,Incumbent,16.994767040860808,Midwest,1892000,55.780971937029435,94.34360027378509,38.562628336755644
Kansas,1948,Randolph,Carpenter,Democrat,Male,1956-07-26,Challenger,-16.994767040860808,Midwest,1892000,54.53251197809719,62.25325119780972,7.7207392197125255
Kansas,1950,Kenneth,Anderson,Democrat,Male,1996-03-30,Challenger,-9.450693925176047,Midwest,1916000,41.37166324435318,86.77070499657769,45.399041752224505
Kansas,1950,Edward,Arn,Republican,Male,1998-01-22,Challenger,9.450693925176047,Midwest,1916000,44.46543463381246,91.67967145790554,47.214236824093085
Kansas,1952,Edward,Arn,Republican,Male,1998-01-22,Incumbent,14.957066984862301,Midwest,1977000,46.46680355920602,91.67967145790554,45.21286789869952
Kansas,1954,George,Docking,Democrat,Male,1964-01-20,Challenger,-7.0850498144739475,Midwest,2042000,50.69952087611225,59.90691307323751,9.207392197125257
Kansas,1954,Fred,Hall,Republican,Male,1970-03-18,Challenger,7.0850498144739475,Midwest,2042000,38.28336755646817,53.648186173853524,15.364818617385353
Kansas,1956,George,Docking,Democrat,Male,1964-01-20,Challenger,13.667700976611322,Midwest,2119000,52.70088980150582,59.90691307323751,7.2060232717316905
Kansas,1956,Warren,Shaw,Republican,Male,1992-09-28,Challenger,-13.667700976611322,Midwest,2119000,48.79397672826831,84.68993839835728,35.89596167008898
Kansas,1958,George,Docking,Democrat,Male,1964-01-20,Incumbent,14.065077922755307,Midwest,2142000,54.69952087611225,59.90691307323751,5.207392197125257
Kansas,1960,John,Anderson,Republican,Male,2014-09-15,Challenger,11.958152539683404,Midwest,2183000,43.49623545516769,97.35523613963039,53.8590006844627
Kansas,1960,George,Docking,Democrat,Male,1964-01-20,Incumbent,-11.958152539683404,Midwest,2183000,56.70088980150582,59.90691307323751,3.2060232717316905
Kansas,1962,John,Anderson,Republican,Male,2014-09-15,Incumbent,7.900186865061926,Midwest,2231000,45.49486652977413,97.35523613963039,51.860369609856264
Kansas,1962,Dale,Saffels,Democrat,Male,2002-11-14,Challenger,-7.900186865061926,Midwest,2231000,41.229295003422315,81.2539356605065,40.02464065708419
Kansas,1964,William,Avery,Republican,Male,2009-11-04,Challenger,3.890238207006341,Midwest,2209000,53.23750855578371,98.2340862422998,44.99657768651608
Kansas,1966,William,Avery,Republican,Male,2009-11-04,Incumbent,-11.062241088324036,Midwest,2200000,55.23613963039014,98.2340862422998,42.997946611909654
Kansas,1966,Robert,Docking,Democrat,Male,1983-10-08,Challenger,11.062241088324036,Midwest,2200000,41.073237508555785,57.9958932238193,16.922655715263517
Kansas,1968,Robert,Docking,Democrat,Male,1983-10-08,Incumbent,4.265556412904367,Midwest,2216000,43.07460643394935,57.9958932238193,14.921286789869953
Kansas,1968,Rick,Harman,Republican,Male,2010-02-23,Challenger,-4.265556412904367,Midwest,2216000,40.602327173169066,81.90280629705681,41.30047912388775
Kansas,1970,Robert,Docking,Democrat,Male,1983-10-08,Incumbent,9.674752452435364,Midwest,2247823,45.073237508555785,57.9958932238193,12.922655715263518
Kansas,1970,Kent,Frizzell,Republican,Male,2016-10-26,Challenger,-9.674752452435364,Midwest,2247823,41.73032169746749,87.70431211498973,45.973990417522245
Kansas,1972,Robert,Docking,Democrat,Male,1983-10-08,Incumbent,25.180180871135335,Midwest,2255525,47.07460643394935,57.9958932238193,10.921286789869953
Kansas,1974,Robert,Bennett,Republican,Male,2000-10-09,Challenger,0.47635272124750827,Midwest,2267881,47.455167693360714,73.38261464750171,25.927446954141
Kansas,1978,Robert,Bennett,Republican,Male,2000-10-09,Incumbent,-2.2223783100372216,Midwest,2332815,51.455167693360714,73.38261464750171,21.927446954141
Kansas,1986,Thomas,Docking,Democrat,Male,2017-08-24,Challenger,-3.7983357224855965,Midwest,2432614,32.238193018480494,63.03901437371663,30.80082135523614
Kansas,1990,Joan,Finney,Democrat,Female,2001-07-28,Challenger,6.58360846711976,Midwest,2481349,65.72758384668036,76.45448323066393,10.726899383983573
Kentucky,1947,Earle,Clements,Democrat,Male,1985-03-12,Challenger,14.808504465243928,South,2802000,51.03353867214237,88.3832991101985,37.34976043805612
Kentucky,1947,Eldon,Dummit,Republican,Male,1970-05-03,Challenger,-14.808504465243928,South,2802000,51.24435318275154,73.73579739904176,22.491444216290212
Kentucky,1951,Eugene,Siler,Republican,Male,1987-12-05,Challenger,-9.19526640277823,South,2941000,51.35934291581109,87.44147843942505,36.082135523613964
Kentucky,1951,Lawrence,Wetherby,Democrat,Male,1994-03-27,Challenger,9.19526640277823,South,2941000,43.841204654346335,86.23134839151267,42.390143737166326
Kentucky,1955,Happy,Chandler,Democrat,Male,1991-06-15,Challenger,16.656722431869078,South,2910000,57.308692676249144,92.91718001368925,35.60848733744011
Kentucky,1955,Edwin,Denney,Republican,Male,1986-06-22,Challenger,-16.656722431869078,South,2910000,51.66050650239562,82.28884325804243,30.628336755646817
Kentucky,1959,Bert,Combs,Democrat,Male,1991-12-04,Challenger,21.112771906378043,South,2999000,48.2299794661191,80.30937713894593,32.07939767282683
Kentucky,1959,John,Robsion,Republican,Male,1990-02-14,Challenger,-21.112771906378043,South,2999000,55.186858316221766,85.46475017111567,30.27789185489391
Kentucky,1963,Edward,Breathitt,Democrat,Male,2003-10-14,Challenger,1.4733981380220271,South,3096000,38.940451745379875,78.88021902806297,39.93976728268309
Kentucky,1963,Louie,Nunn,Republican,Male,2004-01-29,Challenger,-1.4733981380220271,South,3096000,39.66050650239562,79.89322381930185,40.23271731690623
Kentucky,1967,Louie,Nunn,Republican,Male,2004-01-29,Challenger,3.2335868387821236,South,3172000,43.66050650239562,79.89322381930185,36.23271731690623
Kentucky,1967,Henry,Ward,Democrat,Male,2002-10-08,Challenger,-3.2335868387821236,South,3172000,58.37645448323067,93.30047912388775,34.92402464065709
Kentucky,1971,Wendell,Ford,Democrat,Male,2015-01-22,Challenger,6.5735389840101845,South,3298262,47.15674195756331,90.3709787816564,43.214236824093085
Kentucky,1979,Louie,Nunn,Republican,Male,2004-01-29,Challenger,-18.822269488144137,South,3643655,55.66050650239562,79.89322381930185,24.23271731690623
Kentucky,1983,Jim,Bunning,Republican,Male,2017-05-26,Challenger,-10.530500116104704,South,3694469,52.035592060232716,85.59069130732375,33.555099247091036
Kentucky,1987,John,Harper,Republican,Male,2001-06-15,Challenger,-29.767104002879854,South,3683330,57.50855578370979,71.11841204654347,13.609856262833675
Kentucky,1987,Wallace,Wilkinson,Democrat,Male,2002-07-05,Challenger,29.767104002879854,South,3683330,45.89733059548254,60.56125941136208,14.663928815879535
Kentucky,1991,John,Harper,Republican,Male,2001-06-15,Challenger,-29.46581708427155,South,3722328,61.50855578370979,71.11841204654347,9.609856262833675
Kentucky,2011,David,Williams,Republican,Male,2016-01-01,Challenger,-22.447014885022526,South,4369356,73.34154688569473,77.49760438056126,4.15605749486653
Louisiana,1948,Earl,Long,Democrat,Male,1960-09-05,Challenger,100,South,2596000,53.1937029431896,65.02669404517454,11.832991101984941
Louisiana,1952,Robert,Kennon,Democrat,Male,1988-01-11,Challenger,100,South,2842000,50.209445585215605,85.39082819986311,35.181382614647504
Louisiana,1956,Earl,Long,Democrat,Male,1960-09-05,Challenger,100,South,3032000,61.1937029431896,65.02669404517454,3.8329911019849416
Louisiana,1960,Jimmie,Davis,Democrat,Male,2000-11-05,Challenger,65.13049497815976,South,3260000,61.14989733059548,101.14989733059548,40
Louisiana,1960,F.,Grevemberg,Republican,Male,2008-11-24,Challenger,-65.13049497815976,South,3260000,46.42299794661191,94.47501711156742,48.05201916495551
Louisiana,1964,Charlton,Lyons,Republican,Male,1973-08-08,Challenger,-22.393665406037982,South,3446000,70.17111567419576,78.92676249144422,8.75564681724846
Louisiana,1964,John,Mckeithen,Democrat,Male,1999-06-04,Challenger,22.393665406037982,South,3446000,46.44216290212184,81.01848049281314,34.57631759069131
Louisiana,1968,John,Mckeithen,Democrat,Male,1999-06-04,Incumbent,100,South,3603000,50.44216290212184,81.01848049281314,30.576317590691307
Louisiana,1972,David,Treen,Republican,Male,2009-10-29,Challenger,-14.330090854783919,South,3761967,44.3066392881588,81.28678986995209,36.98015058179329
Louisiana,1979,David,Treen,Republican,Male,2009-10-29,Challenger,0.6966632041258976,South,4139316,51.304585900068446,81.28678986995209,29.982203969883642
Louisiana,1983,David,Treen,Republican,Male,2009-10-29,Incumbent,-26.209085625762896,South,4395311,55.304585900068446,81.28678986995209,25.982203969883642
Louisiana,2003,Babineaux,Kathleen,Democrat,Female,2019-08-18,Challenger,3.897738524635571,South,4521042,60.889801505817935,76.67351129363449,15.783709787816564
Maine,1946,Horace,Hildreth,Republican,Male,1988-06-02,Challenger,22.618935154569854,Northeast,835000,43.92607802874743,85.5003422313484,41.57426420260096
Maine,1948,Louis,Lausier,Democrat,Male,1962-01-14,Challenger,-31.196404494382023,Northeast,878000,68.96646132785763,82.1574264202601,13.190965092402465
